元index,行番号,対象カラム,テキスト原文,正規化テキスト,検出通貨,為替適用,和単位セグメント,英単位セグメント,期待値_JPY,プロジェクトコスト_計画時_int_raw,プロジェクトコスト_計画時_int_num,比率_int/期待,判定,疑い理由,file,log10_int,robust_z_int,分布外れ値_flag(abs_z>3.5),プロジェクトコスト_実績_int_raw,プロジェクトコスト_実績_int_num
2578,2578,プロジェクトコスト_計画時,484百万円,484百万円,JPY,1.0,"[{'num': 484.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 484000000.0}]",[],484000000.0,484000000,484000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1460360_4_f.pdf,8.684845361644413,-0.35007039761144343,False,,
2579,2579,プロジェクトコスト_計画時,"1,181百万円","1,181百万円",JPY,1.0,"[{'num': 1181.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1181000000.0}]",[],1181000000.0,1181000000,1181000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0961080_4_f.pdf,9.072249897613515,0.29565899230540316,False,,
2580,2580,プロジェクトコスト_計画時,817百万円,817百万円,JPY,1.0,"[{'num': 817.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 817000000.0}]",[],817000000.0,817000000,817000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0614100_4_f.pdf,8.912222056532416,0.028923137154626247,False,,
2581,2581,プロジェクトコスト_計画時,617百万円,617百万円,JPY,1.0,"[{'num': 617.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 617000000.0}]",[],617000000.0,617000000,617000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0508500_4_f.pdf,8.790285164033241,-0.1743223798470852,False,,
2582,2582,プロジェクトコスト_計画時,486百万円,486百万円,JPY,1.0,"[{'num': 486.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 486000000.0}]",[],486000000.0,486000000,486000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1460370_4_f.pdf,8.686636269262294,-0.3470852965707473,False,,
2583,2583,プロジェクトコスト_計画時,555百万円,555百万円,JPY,1.0,"[{'num': 555.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 555000000.0}]",[],555000000.0,555000000,555000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0706800_4_f.pdf,8.744292983122676,-0.25098256361605603,False,,
2584,2584,プロジェクトコスト_計画時,875百万円,875百万円,JPY,1.0,"[{'num': 875.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 875000000.0}]",[],875000000.0,875000000,875000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0706800_4_f.pdf,8.942008053022313,0.07857070592501532,False,,
2585,2585,プロジェクトコスト_計画時,560百万円,560百万円,JPY,1.0,"[{'num': 560.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 560000000.0}]",[],560000000.0,560000000,560000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1460380_4_f.pdf,8.7481880270062,-0.2444902691871438,False,,
2586,2586,プロジェクトコスト_計画時,536百万円,536百万円,JPY,1.0,"[{'num': 536.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 536000000.0}]",[],536000000.0,536000000,536000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0804900_4_f.pdf,8.72916478969277,-0.2761983734660888,False,,
2587,2587,プロジェクトコスト_計画時,744百万円,744百万円,JPY,1.0,"[{'num': 744.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 744000000.0}]",[],744000000.0,744000000,744000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0868520_4_f.pdf,8.87157293554588,-0.0388311859320445,False,,
2588,2588,プロジェクトコスト_計画時,641百万円,641百万円,JPY,1.0,"[{'num': 641.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 641000000.0}]",[],641000000.0,641000000,641000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0609600_4_f.pdf,8.806858029518818,-0.14669857752787632,False,,
2589,2589,プロジェクトコスト_計画時,"1,293百万円","1,293百万円",JPY,1.0,"[{'num': 1293.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1293000000.0}]",[],1293000000.0,1293000000,1293000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2022_1560280_4_f.pdf,9.111598524880394,0.3612456406794262,False,,
2590,2590,プロジェクトコスト_計画時,"1,535百万円","1,535百万円",JPY,1.0,"[{'num': 1535.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1535000000.0}]",[],1535000000.0,1535000000,1535000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1460350_4_f.pdf,9.186108379813206,0.4854393418404123,False,,
2591,2591,プロジェクトコスト_計画時,1949百万円,1949百万円,JPY,1.0,"[{'num': 1949.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1949000000.0}]",[],1949000000.0,1949000000,1949000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1160290_4_f.pdf,9.289811839117622,0.6582932072227423,False,,
2592,2592,プロジェクトコスト_計画時,"2,835百万円","2,835百万円",JPY,1.0,"[{'num': 2835.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 2835000000.0}]",[],2835000000.0,2835000000,2835000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1060160_4_f.pdf,9.452553063228926,0.9295517537878621,False,,
2593,2593,プロジェクトコスト_計画時,655百万円,655百万円,JPY,1.0,"[{'num': 655.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 655000000.0}]",[],655000000.0,655000000,655000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0960380_4_f.pdf,8.816241299991782,-0.13105845730374077,False,,
2594,2594,プロジェクトコスト_計画時,"1,016百万円","1,016百万円",JPY,1.0,"[{'num': 1016.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1016000000.0}]",[],1016000000.0,1016000000,1016000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0805500_4_f.pdf,9.006893707947901,0.18672270333166557,False,,
2595,2595,プロジェクトコスト_計画時,"1,022百万円","1,022百万円",JPY,1.0,"[{'num': 1022.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1022000000.0}]",[],1022000000.0,1022000000,1022000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0701400_4_f.pdf,9.009450895798693,0.19098504720604523,False,,
2596,2596,プロジェクトコスト_計画時,"1,473百万円","1,473百万円",JPY,1.0,"[{'num': 1473.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1473000000.0}]",[],1473000000.0,1473000000,1473000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0601300_4_f.pdf,9.168202746842631,0.4555940706041298,False,,
2597,2597,プロジェクトコスト_計画時,"1,203.9百万円","1,203.9百万円",JPY,1.0,"[{'num': 1203.9, 'unit': '百万円', 'factor': 1000000.0, 'value': 1203900000.0}]",[],1203900000.0,1203900000,1203900000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0508600_4_f.pdf,9.080590414453502,0.30956104132814655,False,,
2598,2598,プロジェクトコスト_計画時,704百万円,704百万円,JPY,1.0,"[{'num': 704.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 704000000.0}]",[],704000000.0,704000000,704000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0507700_4_f.pdf,8.847572659142113,-0.07883506405203612,False,,
2599,2599,プロジェクトコスト_計画時,641百万円,641百万円,JPY,1.0,"[{'num': 641.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 641000000.0}]",[],641000000.0,641000000,641000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0507700_4_f.pdf,8.806858029518818,-0.14669857752787632,False,,
2600,2600,プロジェクトコスト_計画時,547百万円,547百万円,JPY,1.0,"[{'num': 547.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 547000000.0}]",[],547000000.0,547000000,547000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0304000_4_f.pdf,8.73798732633343,-0.26149288947313326,False,,
2601,2601,プロジェクトコスト_計画時,515百万円,515百万円,JPY,1.0,"[{'num': 515.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 515000000.0}]",[],515000000.0,515000000,515000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0304000_4_f.pdf,8.711807229041192,-0.30513011279627233,False,,
2602,2602,プロジェクトコスト_計画時,610百万円,610百万円,JPY,1.0,"[{'num': 610.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 610000000.0}]",[],610000000.0,610000000,610000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0304000_4_f.pdf,8.785329835010767,-0.18258196715035457,False,,
2603,2603,プロジェクトコスト_計画時,"1,050百万円","1,050百万円",JPY,1.0,"[{'num': 1050.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1050000000.0}]",[],1050000000.0,1050000000,1050000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1060690_4_f.pdf,9.021189299069938,0.21055072411268722,False,,
2604,2604,プロジェクトコスト_計画時,"2,114百万円","2,114百万円",JPY,1.0,"[{'num': 2114.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 2114000000.0}]",[],2114000000.0,2114000000,2114000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1460060_4_f.pdf,9.325104982971407,0.7171201391066009,False,,
2605,2605,プロジェクトコスト_計画時,"1,546,066千円","1,546,066千円",JPY,1.0,"[{'num': 1546066.0, 'unit': '千円', 'factor': 1000.0, 'value': 1546066000.0}]",[],1546066000.0,1546066000,1546066000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1160670_4_f.pdf,9.18922802957195,0.4906392023181146,False,,
2606,2606,プロジェクトコスト_計画時,864百万円,864百万円,JPY,1.0,"[{'num': 864.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 864000000.0}]",[],864000000.0,864000000,864000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0868190_4_f.pdf,8.936513742478894,0.06941273934018764,False,,
2607,2607,プロジェクトコスト_計画時,"1,370百万円","1,370百万円",JPY,1.0,"[{'num': 1370.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1370000000.0}]",[],1370000000.0,1370000000,1370000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0709000_4_f.pdf,9.136720567156408,0.4031192883169676,False,,
2608,2608,プロジェクトコスト_計画時,419百万円,419百万円,JPY,1.0,"[{'num': 419.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 419000000.0}]",[],419000000.0,419000000,419000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0709000_4_f.pdf,8.622214022966295,-0.4544648802757408,False,,
2609,2609,プロジェクトコスト_計画時,647百万円,647百万円,JPY,1.0,"[{'num': 647.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 647000000.0}]",[],647000000.0,647000000,647000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0510500_4_f.pdf,8.8109042806687,-0.1399542494576649,False,,
2610,2610,プロジェクトコスト_計画時,510百万円,510百万円,JPY,1.0,"[{'num': 510.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 510000000.0}]",[],510000000.0,510000000,510000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0961320_4_f.pdf,8.707570176097937,-0.31219247102408515,False,,
2611,2611,プロジェクトコスト_計画時,700百万円,700百万円,JPY,1.0,"[{'num': 700.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 700000000.0}]",[],700000000.0,700000000,700000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1161640_4_f.pdf,8.845098040014257,-0.08295978163106425,False,,
2612,2612,プロジェクトコスト_計画時,"3,651百万円","3,651百万円",JPY,1.0,"[{'num': 3651.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 3651000000.0}]",[],3651000000.0,3651000000,3651000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0960160_4_f.pdf,9.562411832949728,1.1126653463310492,False,,
2613,2613,プロジェクトコスト_計画時,785百万円,785百万円,JPY,1.0,"[{'num': 785.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 785000000.0}]",[],785000000.0,785000000,785000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0716400_4_f.pdf,8.894869656745252,0.0,False,,
2614,2614,プロジェクトコスト_計画時,13.03億円,13.03億円,JPY,1.0,"[{'num': 13.03, 'unit': '億', 'factor': 100000000.0, 'value': 1303000000.0}]",[],1303000000.0,1303000000,1303000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0961500_4_f.pdf,9.114944415712584,0.36682260182778653,False,,
2615,2615,プロジェクトコスト_計画時,298百万円,298百万円,JPY,1.0,"[{'num': 298.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 298000000.0}]",[],298000000.0,298000000,298000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0608000_4_f.pdf,8.474216264076254,-0.7011488854541122,False,,
2616,2616,プロジェクトコスト_計画時,"1,022百万円","1,022百万円",JPY,1.0,"[{'num': 1022.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1022000000.0}]",[],1022000000.0,1022000000,1022000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0608000_4_f.pdf,9.009450895798693,0.19098504720604523,False,,
2617,2617,プロジェクトコスト_計画時,566百万円,566百万円,JPY,1.0,"[{'num': 566.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 566000000.0}]",[],566000000.0,566000000,566000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1161060_4_f.pdf,8.752816431188272,-0.23677560316935667,False,,
2618,2618,プロジェクトコスト_計画時,440百万円,440百万円,JPY,1.0,"[{'num': 440.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 440000000.0}]",[],440000000.0,440000000,440000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_0961330_4_f.pdf,8.643452676486188,-0.41906410019517554,False,,
2619,2619,プロジェクトコスト_計画時,"1,224百万円","1,224百万円",JPY,1.0,"[{'num': 1224.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1224000000.0}]",[],1224000000.0,1224000000,1224000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0960170_4_f.pdf,9.087781417809543,0.32154707086280576,False,,
2620,2620,プロジェクトコスト_計画時,"1,343百万円","1,343百万円",JPY,1.0,"[{'num': 1343.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1343000000.0}]",[],1343000000.0,1343000000,1343000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0960540_4_f.pdf,9.128076012668716,0.38871046658885733,False,,
2621,2621,プロジェクトコスト_計画時,398百万円,398百万円,JPY,1.0,"[{'num': 398.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 398000000.0}]",[],398000000.0,398000000,398000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0868310_4_f.pdf,8.599883072073688,-0.4916863115118907,False,,
2622,2622,プロジェクトコスト_計画時,969百万円,969百万円,JPY,1.0,"[{'num': 969.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 969000000.0}]",[],969000000.0,969000000,969000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0715600_4_f.pdf,8.986323777050766,0.15243655617643884,False,,
2623,2623,プロジェクトコスト_計画時,310百万円,310百万円,JPY,1.0,"[{'num': 310.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 310000000.0}]",[],310000000.0,310000000,310000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0706400_4_f.pdf,8.491361693834273,-0.6725707278189352,False,,
2624,2624,プロジェクトコスト_計画時,374百万円,374百万円,JPY,1.0,"[{'num': 374.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 374000000.0}]",[],374000000.0,374000000,374000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0706400_4_f.pdf,8.57287160220048,-0.5367092741841045,False,,
2625,2625,プロジェクトコスト_計画時,761百万円,761百万円,JPY,1.0,"[{'num': 761.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 761000000.0}]",[],761000000.0,761000000,761000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0609900_4_f.pdf,8.881384656770573,-0.022476920113740553,False,,
2626,2626,プロジェクトコスト_計画時,900百万円,900百万円,JPY,1.0,"[{'num': 900.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 900000000.0}]",[],900000000.0,900000000,900000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0613800_4_f.pdf,8.954242509439325,0.09896320870859533,False,,
2627,2627,プロジェクトコスト_計画時,847百万円,847百万円,JPY,1.0,"[{'num': 847.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 847000000.0}]",[],847000000.0,847000000,847000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0510600_4_f.pdf,8.927883410330708,0.05502762353639996,False,,
2628,2628,プロジェクトコスト_計画時,683百万円,683百万円,JPY,1.0,"[{'num': 683.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 683000000.0}]",[],683000000.0,683000000,683000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0507800_4_f.pdf,8.834420703681532,-0.10075686255274229,False,,
2629,2629,プロジェクトコスト_計画時,351百万円,351百万円,JPY,1.0,"[{'num': 351.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 351000000.0}]",[],351000000.0,351000000,351000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0501400_4_f.pdf,8.545307116465825,-0.5826540087037607,False,,
2630,2630,プロジェクトコスト_計画時,"1,744百万円","1,744百万円",JPY,1.0,"[{'num': 1744.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1744000000.0}]",[],1744000000.0,1744000000,1744000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1760140_4_f.pdf,9.241546480596549,0.5778440704206474,False,,
2631,2631,プロジェクトコスト_計画時,561百万円,561百万円,JPY,1.0,"[{'num': 561.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 561000000.0}]",[],561000000.0,561000000,561000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1260880_4_f.pdf,8.748962861256162,-0.24319876844035299,False,,
2632,2632,プロジェクトコスト_計画時,624百万円,624百万円,JPY,1.0,"[{'num': 624.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 624000000.0}]",[],624000000.0,624000000,624000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2022_1360760_4_f.pdf,8.795184589682425,-0.1661559727928258,False,,
2633,2633,プロジェクトコスト_計画時,952百万円,952百万円,JPY,1.0,"[{'num': 952.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 952000000.0}]",[],952000000.0,952000000,952000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1260860_4_f.pdf,8.978636948384475,0.13962408052314615,False,,
2634,2634,プロジェクトコスト_計画時,1101百万円,1101百万円,JPY,1.0,"[{'num': 1101.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1101000000.0}]",[],1101000000.0,1101000000,1101000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1160380_4_f.pdf,9.041787318971751,0.24488369027535942,False,,
2635,2635,プロジェクトコスト_計画時,950百万円,950百万円,JPY,1.0,"[{'num': 950.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 950000000.0}]",[],950000000.0,950000000,950000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0702700_4_f.pdf,8.977723605288848,0.1381017119776959,False,,
2636,2636,プロジェクトコスト_計画時,888百万円,888百万円,JPY,1.0,"[{'num': 888.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 888000000.0}]",[],888000000.0,888000000,888000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0701700_4_f.pdf,8.948412965778601,0.08924647252708334,False,,
2637,2637,プロジェクトコスト_計画時,488.7百万円,488.7百万円,JPY,1.0,"[{'num': 488.7, 'unit': '百万円', 'factor': 1000000.0, 'value': 488700000.0}]",[],488700000.0,488700000,488700000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0801800_4_f.pdf,8.689042339028171,-0.3430748376892303,False,,
2638,2638,プロジェクトコスト_計画時,1349.3百万円,1349.3百万円,JPY,1.0,"[{'num': 1349.3, 'unit': '百万円', 'factor': 1000000.0, 'value': 1349300000.0}]",[],1349300000.0,1349300000,1349300000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0801800_4_f.pdf,9.130108520360936,0.3920982688220339,False,,
2639,2639,プロジェクトコスト_計画時,"1,300百万円","1,300百万円",JPY,1.0,"[{'num': 1300.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1300000000.0}]",[],1300000000.0,1300000000,1300000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0701600_4_f.pdf,9.113943352306837,0.3651540202748008,False,,
